sn,Site,Filename,time_start,time_end,freq_low,freq_high,classid,species,sound_class,GroundTruth,score_initial,score_reinforcement
917,GFS,GFS_20190927_060000.wav,580000,580076,344,799,116,Strix nivicolum,S-01,0,0.31,0.151
918,GFS,GFS_20190928_050000.wav,367780,368000,403,779,116,Strix nivicolum,S-01,0,0.353,0
919,GFS,GFS_20190928_200000.wav,58432,59525,1257,1785,101,Otus spilocephalus,S-01,1,0.87,0.825
920,GFS,GFS_20190930_180000.wav,574734,574986,481,1140,98,Otus lettia,S-01,1,0.698,0.756
921,GFS,GFS_20190930_180000.wav,593362,593595,457,1103,98,Otus lettia,S-01,1,0.586,0.776
922,GFS,GFS_20191001_180000.wav,443975,444201,410,1103,98,Otus lettia,S-01,1,0.736,0.821
923,GFS,GFS_20191002_050000.wav,264365,264578,497,1019,98,Otus lettia,S-01,1,0.319,0.568
924,GFS,GFS_20191002_200000.wav,48502,49521,1325,1768,101,Otus spilocephalus,S-01,1,0.418,0.71
925,GFS,GFS_20191003_020000.wav,515000,515302,351,916,116,Strix nivicolum,S-01,0,0.345,0.317
926,GFS,GFS_20191003_020000.wav,533358,533642,366,916,98,Otus lettia,S-01,1,0.713,0.481
927,GFS,GFS_20191003_180000.wav,239156,239326,505,1030,98,Otus lettia,S-01,1,0.58,0.773
928,GFS,GFS_20191003_230000.wav,98046,98273,547,830,88,Ninox japonica,S-01,0,0.158,0
929,GFS,GFS_20191003_230000.wav,412745,412950,564,820,88,Ninox japonica,S-01,0,0.165,0
930,GFS,GFS_20191003_230000.wav,478984,479295,426,1054,98,Otus lettia,S-01,1,0.77,0.792
931,GFS,GFS_20191004_230000.wav,471014,472220,1217,1751,101,Otus spilocephalus,S-01,1,0.9,0.792
932,GFS,GFS_20191005_180000.wav,237534,237722,513,1019,98,Otus lettia,S-01,1,0.48,0.771
933,GFS,GFS_20191005_180000.wav,329530,329716,530,1030,98,Otus lettia,S-01,1,0.688,0.781
934,GFS,GFS_20191007_050000.wav,184007,185000,1230,1768,101,Otus spilocephalus,S-01,0,0.894,0.808
935,GFS,GFS_20191007_170000.wav,354268,354555,663,1153,98,Otus lettia,S-01,1,0.28,0.325
936,GFS,GFS_20191007_180000.wav,536823,538691,851,1257,66,Glaucidium brodiei,S-01,1,0.685,0.624
937,GFS,GFS_20191008_050000.wav,102501,102728,564,1078,98,Otus lettia,S-01,1,0.667,0.473
938,GFS,GFS_20191008_050000.wav,242197,244108,873,1270,66,Glaucidium brodiei,S-01,1,0.842,0.778
939,GFS,GFS_20191008_050000.wav,278005,279915,862,1270,66,Glaucidium brodiei,S-01,1,0.87,0.773
940,GFS,GFS_20191008_050000.wav,294106,296057,841,1297,66,Glaucidium brodiei,S-01,1,0.846,0.805
941,GFS,GFS_20191011_060000.wav,451390,451609,426,810,88,Ninox japonica,S-01,0,0.751,0.45
942,GFS,GFS_20191012_010000.wav,513000,513220,810,1243,66,Glaucidium brodiei,S-01,0,0.461,0.257
943,GFS,GFS_20191012_040000.wav,420000,420083,522,1178,98,Otus lettia,S-01,0,0.272,0.154
944,GFS,GFS_20191014_030000.wav,545186,545388,564,851,88,Ninox japonica,S-01,0,0.471,0.18
945,GFS,GFS_20191014_190000.wav,582705,582954,465,1019,98,Otus lettia,S-01,1,0.626,0.718
946,GFS,GFS_20191014_190000.wav,585807,586044,505,1078,98,Otus lettia,S-01,1,0.634,0.712
947,GFS,GFS_20191016_050000.wav,210362,210583,489,1030,98,Otus lettia,S-01,1,0.765,0.73
948,GFS,GFS_20191016_050000.wav,286391,286609,505,1042,98,Otus lettia,S-01,1,0.737,0.774
949,GFS,GFS_20191017_170000.wav,175794,176000,1297,1836,101,Otus spilocephalus,S-01,0,0.18,0
950,GFS,GFS_20191018_040000.wav,32087,32300,481,1042,98,Otus lettia,S-01,1,0.114,0.705
951,GFS,GFS_20191018_040000.wav,554009,554195,497,1042,98,Otus lettia,S-01,1,0.729,0.588
952,GFS,GFS_20191018_050000.wav,180259,180486,465,1030,98,Otus lettia,S-01,1,0.327,0.742
953,GFS,GFS_20191018_050000.wav,244439,244666,465,1042,98,Otus lettia,S-01,1,0.82,0.768
954,GFS,GFS_20191018_050000.wav,253461,253697,465,1054,98,Otus lettia,S-01,1,0.824,0.75
955,GFS,GFS_20191018_050000.wav,291544,291787,418,1054,98,Otus lettia,S-01,1,0.681,0.689
956,GFS,GFS_20191018_050000.wav,301467,301725,426,1054,98,Otus lettia,S-01,1,0.797,0.727
957,GFS,GFS_20191018_050000.wav,502616,502863,465,1066,98,Otus lettia,S-01,1,0.646,0.734
958,GFS,GFS_20191018_050000.wav,561734,561968,465,1030,98,Otus lettia,S-01,1,0.769,0.744
959,GFS,GFS_20191018_050000.wav,570782,571030,395,1030,98,Otus lettia,S-01,1,0.493,0.662
960,GFS,GFS_20191019_030000.wav,392892,393649,162,497,115,Strix leptogrammica,S-01,0,0.316,0
961,GFS,GFS_20191019_050000.wav,377349,377589,449,851,88,Ninox japonica,S-01,0,0.718,0.672
962,GFS,GFS_20191020_230000.wav,259522,260450,1468,1768,101,Otus spilocephalus,S-01,0,0.24,0.103
963,GFS,GFS_20191021_010000.wav,135615,136000,1191,1802,101,Otus spilocephalus,S-01,0,0.605,0.303
964,GFS,GFS_20191022_170000.wav,319021,319296,316,681,88,Ninox japonica,S-01,0,0.396,0.237
965,GFS,GFS_20191022_170000.wav,384119,384422,351,729,116,Strix nivicolum,S-01,0,0.197,0
966,GFS,GFS_20191023_060000.wav,353532,354000,841,1230,66,Glaucidium brodiei,S-01,0,0.315,0.135
967,GFS,GFS_20191023_060000.wav,521700,522016,289,1054,98,Otus lettia,S-01,0,0.549,0.645
968,GFS,GFS_20191024_060000.wav,246995,248000,779,1178,66,Glaucidium brodiei,S-01,0,0.101,0
969,GFS,GFS_20191025_050000.wav,256651,256862,538,820,88,Ninox japonica,S-01,0,0.706,0.464
970,GFS,GFS_20191026_040000.wav,538087,538281,522,1042,98,Otus lettia,S-01,0,0.364,0
971,GFS,GFS_20191026_060000.wav,215291,216046,192,505,115,Strix leptogrammica,S-01,0,0.343,0.227
972,GFS,GFS_20191027_050000.wav,38683,39005,330,799,88,Ninox japonica,S-01,0,0.779,0.736
973,GFS,GFS_20191027_050000.wav,44330,44628,330,789,88,Ninox japonica,S-01,0,0.835,0.716
974,GFS,GFS_20191027_050000.wav,46977,47295,302,799,88,Ninox japonica,S-01,0,0.799,0.729
975,GFS,GFS_20191027_050000.wav,49961,50250,323,769,88,Ninox japonica,S-01,0,0.811,0.728
976,GFS,GFS_20191027_050000.wav,61490,61766,351,769,88,Ninox japonica,S-01,0,0.793,0.716
977,GFS,GFS_20191027_050000.wav,70989,71271,351,830,88,Ninox japonica,S-01,0,0.784,0.521
978,GFS,GFS_20191027_050000.wav,74213,74509,358,789,88,Ninox japonica,S-01,0,0.822,0.716
979,GFS,GFS_20191027_050000.wav,77190,77472,344,769,88,Ninox japonica,S-01,0,0.83,0.72
980,GFS,GFS_20191027_050000.wav,85369,85672,344,789,88,Ninox japonica,S-01,0,0.812,0.734
981,GFS,GFS_20191027_050000.wav,91468,91743,351,769,88,Ninox japonica,S-01,0,0.764,0.441
982,GFS,GFS_20191027_050000.wav,344716,344977,441,1066,98,Otus lettia,S-01,1,0.79,0.794
983,GFS,GFS_20191027_050000.wav,362548,362775,473,1066,98,Otus lettia,S-01,1,0.856,0.799
984,GFS,GFS_20191027_190000.wav,86917,87000,505,1054,98,Otus lettia,S-01,0,0.435,0
985,GFS,GFS_20191028_010000.wav,320460,320670,564,830,88,Ninox japonica,S-01,0,0.211,0
986,GFS,GFS_20191028_030000.wav,552661,552853,457,1007,98,Otus lettia,S-01,1,0.538,0.613
987,GFS,GFS_20191029_230000.wav,25849,26000,351,916,116,Strix nivicolum,S-01,0,0.713,0.229
988,GFS,GFS_20191029_230000.wav,29759,30000,337,873,116,Strix nivicolum,S-01,0,0.295,0.477
989,GFS,GFS_20191029_230000.wav,113617,113927,351,905,98,Otus lettia,S-01,0,0.63,0.671
990,GFS,GFS_20191029_230000.wav,133261,133546,373,1042,98,Otus lettia,S-01,1,0.813,0.773
991,GFS,GFS_20191029_230000.wav,156558,156856,373,1066,98,Otus lettia,S-01,1,0.705,0.786
992,GFS,GFS_20191029_230000.wav,450172,450476,323,1066,98,Otus lettia,S-01,1,0.821,0.799
993,GFS,GFS_20191029_230000.wav,470300,470609,255,1078,98,Otus lettia,S-01,1,0.692,0.807
994,GFS,GFS_20191029_230000.wav,494592,494890,330,1078,98,Otus lettia,S-01,1,0.588,0.816
995,GFS,GFS_20191029_230000.wav,505764,506053,337,1078,98,Otus lettia,S-01,1,0.794,0.827
996,GFS,GFS_20191029_230000.wav,549791,550092,309,1066,98,Otus lettia,S-01,1,0.661,0.803
997,GFS,GFS_20191030_030000.wav,388982,389195,555,820,88,Ninox japonica,S-01,0,0.315,0
998,GFS,GFS_20191104_190000.wav,251881,252073,581,841,88,Ninox japonica,S-01,0,0.117,0
999,GFS,GFS_20191105_180000.wav,232206,232415,564,851,88,Ninox japonica,S-01,0,0.37,0.301
1000,GFS,GFS_20191106_170000.wav,560346,560587,522,830,88,Ninox japonica,S-01,0,0.797,0.625
1001,GFS,GFS_20191106_170000.wav,572411,572631,489,841,88,Ninox japonica,S-01,0,0.708,0.436
1002,GFS,GFS_20191107_000000.wav,585872,586078,330,894,116,Strix nivicolum,S-01,0,0.609,0.208
1003,GFS,GFS_20191107_200000.wav,545330,545545,547,810,88,Ninox japonica,S-01,0,0.551,0.535
1004,GFS,GFS_20191108_180000.wav,425195,425525,337,938,98,Otus lettia,S-01,0,0.58,0.645
1005,GFS,GFS_20191108_180000.wav,428796,429140,316,950,98,Otus lettia,S-01,0,0.589,0.643
1006,GFS,GFS_20191108_180000.wav,428808,429000,351,938,116,Strix nivicolum,S-01,0,0.644,0.693
1007,GFS,GFS_20191108_180000.wav,467640,467972,316,950,98,Otus lettia,S-01,0,0.64,0.403
1008,GFS,GFS_20191108_180000.wav,471615,471924,330,916,116,Strix nivicolum,S-01,0,0.117,0
1009,GFS,GFS_20191108_180000.wav,483000,483151,358,894,116,Strix nivicolum,S-01,0,0.615,0.145
1010,GFS,GFS_20191108_180000.wav,519025,519281,410,789,88,Ninox japonica,S-01,0,0.822,0.711
1011,GFS,GFS_20191108_220000.wav,501633,502356,145,426,115,Strix leptogrammica,S-01,0,0.378,0
1012,GFS,GFS_20191110_010000.wav,286467,286659,581,862,88,Ninox japonica,S-01,0,0.118,0.142
1013,GFS,GFS_20191110_060000.wav,96211,96403,581,851,88,Ninox japonica,S-01,0,0.602,0.367
1014,GFS,GFS_20191110_060000.wav,543000,543372,830,1257,66,Glaucidium brodiei,S-01,0,0.595,0.132
1015,GFS,GFS_20191111_020000.wav,382414,383115,174,497,115,Strix leptogrammica,S-01,0,0.479,0
1016,GFS,GFS_20191111_030000.wav,200064,200541,316,759,116,Strix nivicolum,S-01,0,0.74,0.627
1017,GFS,GFS_20191111_170000.wav,580000,580707,151,481,115,Strix leptogrammica,S-01,0,0.347,0
1018,GFS,GFS_20191112_180000.wav,206000,206151,555,830,88,Ninox japonica,S-01,0,0.295,0
1019,GFS,GFS_20191112_180000.wav,357468,357677,581,862,88,Ninox japonica,S-01,0,0.728,0
1020,GFS,GFS_20191112_200000.wav,459817,460025,547,810,88,Ninox japonica,S-01,0,0.584,0.159
1021,GFS,GFS_20191113_050000.wav,543647,543950,337,820,88,Ninox japonica,S-01,0,0.799,0.25
1022,GFS,GFS_20191113_050000.wav,551041,551333,351,810,88,Ninox japonica,S-01,0,0.807,0.679
1023,GFS,GFS_20191113_050000.wav,551041,551330,373,810,116,Strix nivicolum,S-01,0,0.456,0.126
1024,GFS,GFS_20191113_050000.wav,554289,554573,330,799,88,Ninox japonica,S-01,0,0.836,0.678
1025,GFS,GFS_20191113_170000.wav,148078,148897,192,513,115,Strix leptogrammica,S-01,0,0.419,0
1026,GFS,GFS_20191113_200000.wav,86640,86835,547,830,88,Ninox japonica,S-01,0,0.605,0.185
1027,GFS,GFS_20191114_050000.wav,13018,13280,426,1054,98,Otus lettia,S-01,1,0.7,0.819
1028,GFS,GFS_20191114_050000.wav,156083,156326,457,1042,98,Otus lettia,S-01,1,0.653,0.785
1029,GFS,GFS_20191117_060000.wav,167938,168000,373,820,116,Strix nivicolum,S-01,0,0.188,0.11
1030,GFS,GFS_20191121_060000.wav,347540,348000,820,1270,66,Glaucidium brodiei,S-01,0,0.604,0
1031,GFS,GFS_20191121_060000.wav,362000,362776,759,1257,66,Glaucidium brodiei,S-01,0,0.176,0
1032,GFS,GFS_20191121_060000.wav,534677,535000,851,1230,66,Glaucidium brodiei,S-01,0,0.625,0.173
1033,GFS,GFS_20191122_050000.wav,365044,365275,481,1054,98,Otus lettia,S-01,1,0.858,0.809
1034,GFS,GFS_20191122_050000.wav,432890,433119,457,1091,98,Otus lettia,S-01,1,0.785,0.781
1035,GFS,GFS_20191122_050000.wav,490888,491101,449,1078,98,Otus lettia,S-01,1,0.81,0.777
1036,GFS,GFS_20191122_050000.wav,509853,510066,426,1066,98,Otus lettia,S-01,1,0.708,0.112
1037,GFS,GFS_20191122_050000.wav,589870,590105,473,1103,98,Otus lettia,S-01,1,0.78,0.674
1038,GFS,GFS_20191123_000000.wav,34865,35078,573,862,88,Ninox japonica,S-01,0,0.244,0
1039,GFS,GFS_20191123_170000.wav,398430,398993,862,1217,66,Glaucidium brodiei,S-01,0,0.379,0
1040,GFS,GFS_20191123_220000.wav,520048,520296,465,1042,98,Otus lettia,S-01,1,0.485,0.754
1041,GFS,GFS_20191124_010000.wav,265782,266044,710,1165,98,Otus lettia,S-01,1,0.549,0.132
1042,GFS,GFS_20191126_180000.wav,166321,166529,555,820,88,Ninox japonica,S-01,0,0.758,0.108
1043,GFS,GFS_20191126_220000.wav,15048,16401,927,1311,66,Glaucidium brodiei,S-01,0,0.267,0
1044,GFS,GFS_20191127_050000.wav,36372,36647,481,1115,98,Otus lettia,S-01,1,0.812,0.789
1045,GFS,GFS_20191127_050000.wav,178355,178643,608,1204,98,Otus lettia,S-01,1,0.755,0.745
1046,GFS,GFS_20191127_050000.wav,256039,256305,555,1191,98,Otus lettia,S-01,1,0.478,0.735
1047,GFS,GFS_20191127_050000.wav,282602,282856,380,1140,98,Otus lettia,S-01,1,0.712,0.742
1048,GFS,GFS_20191127_050000.wav,370037,370271,403,1091,98,Otus lettia,S-01,1,0.59,0.777
1049,GFS,GFS_20191127_050000.wav,405644,405947,672,1217,98,Otus lettia,S-01,1,0.566,0.745
1050,GFS,GFS_20191127_050000.wav,423709,423917,449,1091,98,Otus lettia,S-01,1,0.559,0.744
1051,GFS,GFS_20191127_050000.wav,451968,452222,441,1191,98,Otus lettia,S-01,1,0.604,0.667
1052,GFS,GFS_20191127_050000.wav,480193,480476,635,1204,98,Otus lettia,S-01,1,0.668,0.708
1053,GFS,GFS_20191127_050000.wav,508087,508328,366,1140,98,Otus lettia,S-01,1,0.619,0.708
1054,GFS,GFS_20191127_230000.wav,177034,177222,564,841,88,Ninox japonica,S-01,0,0.297,0
1055,GFS,GFS_20191128_190000.wav,357146,357339,564,841,88,Ninox japonica,S-01,0,0.475,0
1056,GFS,GFS_20191129_170000.wav,468644,468858,720,1128,98,Otus lettia,S-01,0,0.397,0.116
1057,GFS,GFS_20191130_010000.wav,401495,401695,547,851,88,Ninox japonica,S-01,0,0.172,0.176
1058,GFS,GFS_20191130_010000.wav,588394,588656,644,1191,98,Otus lettia,S-01,1,0.557,0.446
1059,GFS,GFS_20191130_050000.wav,398108,398453,230,1078,98,Otus lettia,S-01,1,0.902,0.855
1060,GFS,GFS_20191130_050000.wav,434438,434748,242,1165,98,Otus lettia,S-01,1,0.836,0.798
1061,GFS,GFS_20191130_050000.wav,445719,446023,282,1140,98,Otus lettia,S-01,1,0.85,0.838
1062,GFS,GFS_20191201_170000.wav,340420,340799,653,1230,98,Otus lettia,S-01,0,0.371,0
1063,GFS,GFS_20191201_170000.wav,481541,481761,573,841,88,Ninox japonica,S-01,0,0.647,0.537
1064,GFS,GFS_20191201_170000.wav,507236,507483,555,1066,98,Otus lettia,S-01,0,0.785,0.619
1065,GFS,GFS_20191201_180000.wav,48323,48567,433,1153,98,Otus lettia,S-01,1,0.792,0.796
1066,GFS,GFS_20191203_050000.wav,395821,396062,295,1078,98,Otus lettia,S-01,1,0.666,0.678
1067,GFS,GFS_20191203_050000.wav,449541,449810,403,1078,98,Otus lettia,S-01,1,0.74,0.795
1068,GFS,GFS_20191203_050000.wav,470938,471000,481,1103,98,Otus lettia,S-01,1,0.299,0.35
1069,GFS,GFS_20191203_050000.wav,481404,481666,388,1066,98,Otus lettia,S-01,1,0.7,0.763
1070,GFS,GFS_20191203_050000.wav,513103,513356,388,1054,98,Otus lettia,S-01,1,0.686,0.754
1071,GFS,GFS_20191203_060000.wav,247826,249000,862,1284,66,Glaucidium brodiei,S-01,0,0.657,0.406
1072,GFS,GFS_20191205_050000.wav,181110,181565,330,830,116,Strix nivicolum,S-01,0,0.246,0.19
1073,GFS,GFS_20191206_040000.wav,19768,19986,522,830,88,Ninox japonica,S-01,0,0.527,0.346
1074,GFS,GFS_20191207_200000.wav,145654,145897,449,1091,98,Otus lettia,S-01,1,0.682,0.77
1075,GFS,GFS_20191207_200000.wav,165404,165628,465,1103,98,Otus lettia,S-01,1,0.776,0.799
1076,GFS,GFS_20191207_200000.wav,223947,224167,473,1103,98,Otus lettia,S-01,1,0.662,0.799
1077,GFS,GFS_20191207_200000.wav,233378,233597,465,1091,98,Otus lettia,S-01,1,0.298,0.816
1078,GFS,GFS_20191207_200000.wav,327743,327972,395,1078,98,Otus lettia,S-01,1,0.735,0.783
1079,GFS,GFS_20191207_200000.wav,332076,332264,489,995,98,Otus lettia,S-01,1,0.803,0.786
1080,GFS,GFS_20191207_200000.wav,364005,364186,497,995,98,Otus lettia,S-01,1,0.79,0.649
1081,GFS,GFS_20191207_200000.wav,384229,384491,403,1091,98,Otus lettia,S-01,1,0.835,0.792
1082,GFS,GFS_20191207_200000.wav,441961,442208,457,1103,98,Otus lettia,S-01,1,0.748,0.797
1083,GFS,GFS_20191207_200000.wav,452103,452346,465,1091,98,Otus lettia,S-01,1,0.746,0.8
1084,GFS,GFS_20191208_010000.wav,26142,26384,530,1066,98,Otus lettia,S-01,0,0.569,0.336
1085,GFS,GFS_20191208_180000.wav,437594,437773,513,1115,98,Otus lettia,S-01,0,0.247,0.338
1086,GFS,GFS_20191209_190000.wav,356356,356548,457,820,88,Ninox japonica,S-01,0,0.522,0.285
1087,GFS,GFS_20191209_190000.wav,507392,507622,457,1054,98,Otus lettia,S-01,1,0.748,0.773
1088,GFS,GFS_20191209_190000.wav,522009,522257,395,1091,98,Otus lettia,S-01,1,0.788,0.745
1089,GFS,GFS_20191209_190000.wav,539579,539805,441,1078,98,Otus lettia,S-01,1,0.835,0.762
1090,GFS,GFS_20191209_200000.wav,143558,144327,192,513,115,Strix leptogrammica,S-01,0,0.268,0
1091,GFS,GFS_20191211_030000.wav,310722,311170,316,769,116,Strix nivicolum,S-01,0,0.592,0
1092,GFS,GFS_20191212_050000.wav,132686,133792,117,465,115,Strix leptogrammica,S-01,0,0.408,0
1093,GFS,GFS_20191212_060000.wav,526096,526291,581,851,88,Ninox japonica,S-01,0,0.258,0
1094,GFS,GFS_20191212_170000.wav,416000,416571,759,1191,66,Glaucidium brodiei,S-01,0,0.159,0.177
1095,GFS,GFS_20191212_220000.wav,21628,22000,841,1217,66,Glaucidium brodiei,S-01,0,0.156,0.183
1096,GFS,GFS_20191213_060000.wav,95106,95622,242,749,116,Strix nivicolum,S-01,0,0.21,0
1097,GFS,GFS_20191214_030000.wav,321640,322404,168,441,115,Strix leptogrammica,S-01,0,0.275,0
1098,GFS,GFS_20191214_060000.wav,8352,8545,522,1007,98,Otus lettia,S-01,0,0.191,0
1099,GFS,GFS_20191216_060000.wav,25200,25422,581,841,88,Ninox japonica,S-01,0,0.759,0.583
1100,GFS,GFS_20191216_060000.wav,65151,65367,530,810,88,Ninox japonica,S-01,0,0.305,0.323
1101,GFS,GFS_20191216_180000.wav,370000,370461,122,410,115,Strix leptogrammica,S-01,0,0.552,0
1102,GFS,GFS_20191217_060000.wav,22041,22534,323,769,116,Strix nivicolum,S-01,0,0.518,0
1103,GFS,GFS_20191218_040000.wav,317326,317862,337,830,116,Strix nivicolum,S-01,0,0.131,0
1104,GFS,GFS_20191221_060000.wav,431000,431255,358,739,116,Strix nivicolum,S-01,0,0.78,0.216
1105,GFS,GFS_20191222_030000.wav,176574,177000,851,1191,66,Glaucidium brodiei,S-01,0,0.214,0
1106,GFS,GFS_20191223_200000.wav,221989,222785,223,522,115,Strix leptogrammica,S-01,0,0.604,0
1107,GFS,GFS_20191224_230000.wav,54904,55128,1438,1836,101,Otus spilocephalus,S-01,0,0.19,0
1108,GFS,GFS_20191225_040000.wav,242007,242574,230,530,115,Strix leptogrammica,S-01,0,0.507,0.142
1109,GFS,GFS_20191226_210000.wav,202535,202741,547,830,88,Ninox japonica,S-01,0,0.408,0
1110,GFS,GFS_20191227_210000.wav,76261,76702,351,749,116,Strix nivicolum,S-01,0,0.281,0
1111,GFS,GFS_20191227_220000.wav,272592,272794,538,810,88,Ninox japonica,S-01,0,0.499,0.506
1112,GFS,GFS_20191228_210000.wav,298261,298456,590,862,88,Ninox japonica,S-01,0,0.482,0
1113,GFS,GFS_20200101_020000.wav,258337,258530,547,810,88,Ninox japonica,S-01,0,0.358,0.408
1114,GFS,GFS_20200101_180000.wav,528544,528869,316,739,88,Ninox japonica,S-01,0,0.656,0
1115,GFS,GFS_20200102_210000.wav,492447,492690,426,720,88,Ninox japonica,S-01,0,0.787,0.524
1116,GFS,GFS_20200103_170000.wav,265796,266037,505,841,88,Ninox japonica,S-01,0,0.662,0.643
1117,GFS,GFS_20200103_180000.wav,402791,403291,249,769,116,Strix nivicolum,S-01,0,0.506,0
1118,GFS,GFS_20200105_200000.wav,92450,92842,337,729,116,Strix nivicolum,S-01,0,0.689,0.107
1119,GFS,GFS_20200105_200000.wav,411328,411721,330,710,116,Strix nivicolum,S-01,0,0.832,0
1120,GFS,GFS_20200105_210000.wav,198213,198415,564,851,88,Ninox japonica,S-01,0,0.6,0.326
1121,GFS,GFS_20200107_010000.wav,397511,398000,599,972,66,Glaucidium brodiei,S-01,0,0.508,0.332
1122,GFS,GFS_20200107_050000.wav,444483,444697,573,841,88,Ninox japonica,S-01,0,0.613,0
1123,GFS,GFS_20200107_190000.wav,164702,164915,547,830,88,Ninox japonica,S-01,0,0.314,0
1124,GFS,GFS_20200107_210000.wav,412853,413053,573,830,88,Ninox japonica,S-01,0,0.723,0.239
1125,GFS,GFS_20200108_200000.wav,430046,430521,275,749,116,Strix nivicolum,S-01,0,0.231,0
1126,GFS,GFS_20200108_210000.wav,112352,112725,344,749,116,Strix nivicolum,S-01,0,0.177,0
1127,GFS,GFS_20200113_180000.wav,10709,10908,497,1042,98,Otus lettia,S-01,1,0.855,0.803
1128,GFS,GFS_20200113_190000.wav,560282,560461,380,938,116,Strix nivicolum,S-01,0,0.203,0
1129,GFS,GFS_20200114_030000.wav,136431,136651,497,1091,98,Otus lettia,S-01,0,0.168,0
1130,GFS,GFS_20200114_060000.wav,362918,363000,410,841,116,Strix nivicolum,S-01,0,0.281,0.187
1131,GFS,GFS_20200115_180000.wav,86284,86567,449,1054,98,Otus lettia,S-01,1,0.832,0.72
1132,GFS,GFS_20200115_180000.wav,97172,97456,433,1078,98,Otus lettia,S-01,1,0.721,0.821
1133,GFS,GFS_20200115_180000.wav,195053,195294,473,1115,98,Otus lettia,S-01,1,0.803,0.786
1134,GFS,GFS_20200115_180000.wav,252801,253085,395,1153,98,Otus lettia,S-01,1,0.698,0.808
1135,GFS,GFS_20200115_220000.wav,357000,357089,555,810,88,Ninox japonica,S-01,0,0.13,0
1136,GFS,GFS_20200116_020000.wav,542569,543477,573,1019,66,Glaucidium brodiei,S-01,0,0.204,0
1137,GFS,GFS_20200116_040000.wav,537688,538067,457,799,116,Strix nivicolum,S-01,0,0.253,0.479
1138,GFS,GFS_20200116_050000.wav,18099,18342,426,1042,98,Otus lettia,S-01,1,0.726,0.742
1139,GFS,GFS_20200116_050000.wav,75807,76071,249,1042,98,Otus lettia,S-01,1,0.621,0.755
1140,GFS,GFS_20200116_050000.wav,92326,92576,426,1042,98,Otus lettia,S-01,1,0.769,0.78
1141,GFS,GFS_20200116_180000.wav,41000,41206,894,1230,66,Glaucidium brodiei,S-01,0,0.25,0
1142,GFS,GFS_20200118_180000.wav,27537,27771,433,1019,98,Otus lettia,S-01,1,0.495,0.686
1143,GFS,GFS_20200118_180000.wav,77885,78099,481,1030,98,Otus lettia,S-01,1,0.811,0.779
1144,GFS,GFS_20200118_180000.wav,120764,120998,426,995,98,Otus lettia,S-01,1,0.852,0.785
1145,GFS,GFS_20200118_180000.wav,170170,170412,418,1007,98,Otus lettia,S-01,1,0.867,0.816
1146,GFS,GFS_20200118_180000.wav,316810,317050,418,995,98,Otus lettia,S-01,1,0.65,0.738
1147,GFS,GFS_20200118_180000.wav,338970,339183,426,984,98,Otus lettia,S-01,1,0.829,0.78
1148,GFS,GFS_20200118_180000.wav,404193,404429,351,984,98,Otus lettia,S-01,1,0.631,0.777
1149,GFS,GFS_20200118_220000.wav,29764,30032,403,1140,98,Otus lettia,S-01,1,0.473,0.759
1150,GFS,GFS_20200118_220000.wav,184016,184319,449,1204,98,Otus lettia,S-01,1,0.485,0.777
1151,GFS,GFS_20200118_220000.wav,371657,371947,351,1128,98,Otus lettia,S-01,1,0.498,0.768
1152,GFS,GFS_20200118_220000.wav,381828,382161,489,1217,98,Otus lettia,S-01,1,0.465,0.705
1153,GFS,GFS_20200118_220000.wav,413739,414044,681,1230,98,Otus lettia,S-01,1,0.5,0.725
1154,GFS,GFS_20200119_010000.wav,121185,122044,180,505,115,Strix leptogrammica,S-01,0,0.6,0
1155,GFS,GFS_20200120_050000.wav,428025,429044,1498,1871,101,Otus spilocephalus,S-01,1,0.657,0
1156,GFS,GFS_20200121_210000.wav,484374,484567,489,995,98,Otus lettia,S-01,1,0.795,0.72
1157,GFS,GFS_20200121_210000.wav,530461,530690,457,1007,98,Otus lettia,S-01,1,0.784,0.741
